param-0-nm,param-1-n,param-2-m,param-3-input-size,param-4-output-size,param-5-num-rewrites,autorewrite-regression-cubic-real,autorewrite-regression-cubic-sys,autorewrite-regression-cubic-user,rewrite!-regression-cubic-real,rewrite!-regression-cubic-sys,rewrite!-regression-cubic-user,rewrite-strat(bottomup)-regression-cubic-real,rewrite-strat(bottomup)-regression-cubic-sys,rewrite-strat(bottomup)-regression-cubic-user,rewrite-strat(topdown)-regression-cubic-real,rewrite-strat(topdown)-regression-cubic-sys,rewrite-strat(topdown)-regression-cubic-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user,ssr-rewrite!-regression-cubic-real,ssr-rewrite!-regression-cubic-sys,ssr-rewrite!-regression-cubic-user
30,0,30,63,3,30,,,,,,,0.012,0.,0.012,0.004,0.,0.004,,,,,,
30,1,10,67,7,30,,,,,,,0.012,0.,0.012,0.004,0.,0.004,0.009,0.,0.009,,,
30,3,2,91,31,30,0.002,0.,0.002,0.002,0.,0.002,0.014,0.007,0.007,0.003,0.,0.003,0.009,0.009,0.,0.002,0.002,0.
31,0,31,65,3,31,0.046,0.004,0.041,0.007,0.005,0.001,0.012,0.,0.012,0.004,0.,0.004,0.011,0.,0.011,0.005,0.003,0.002
31,4,1,125,63,31,0.002,0.,0.002,0.007,0.002,0.005,0.01,0.,0.01,0.005,0.,0.005,0.007,0.,0.007,0.001,0.001,0.
32,0,32,67,3,32,,,,,,,0.014,0.,0.014,0.004,0.,0.004,,,,,,
33,0,33,69,3,33,,,,,,,0.014,0.,0.014,0.005,0.,0.005,,,,,,
33,1,11,73,7,33,0.004,0.,0.004,0.004,0.,0.004,0.021,0.,0.021,0.004,0.,0.004,0.01,0.,0.01,0.003,0.,0.003
34,0,34,71,3,34,0.006,0.,0.006,,,,0.019,0.,0.019,0.006,0.,0.006,0.027,0.,0.027,0.006,0.,0.006
35,0,35,73,3,35,,,,,,,0.016,0.,0.016,0.005,0.,0.005,,,,,,
35,2,5,85,15,35,0.003,0.,0.003,0.003,0.,0.003,0.015,0.,0.015,0.008,0.,0.008,0.01,0.,0.01,0.003,0.,0.003
36,0,36,75,3,36,,,,,,,0.016,0.,0.016,0.005,0.,0.005,,,,,,
36,1,12,79,7,36,,,,,,,0.016,0.,0.016,0.005,0.003,0.002,0.011,0.,0.011,,,
37,0,37,77,3,37,0.006,0.,0.006,0.011,0.007,0.003,0.017,0.,0.017,0.006,0.,0.006,0.014,0.,0.014,0.045,0.004,0.041
38,0,38,79,3,38,,,,,,,0.018,0.,0.018,0.006,0.,0.006,,,,,,
39,0,39,81,3,39,,,,,,,0.078,0.,0.078,0.006,0.,0.006,,,,,,
39,1,13,85,7,39,0.005,0.,0.005,0.005,0.,0.005,0.019,0.,0.019,0.006,0.,0.006,0.013,0.,0.013,0.004,0.,0.004
40,0,40,83,3,40,0.007,0.,0.007,,,,0.019,0.,0.019,0.006,0.,0.006,0.016,0.,0.016,0.006,0.,0.006
41,0,41,85,3,41,,,,,,,0.02,0.,0.02,0.007,0.,0.007,,,,,,
42,0,42,87,3,42,,,,,,,0.021,0.,0.021,0.007,0.,0.007,,,,,,
42,1,14,91,7,42,,,,,,,0.021,0.,0.021,0.007,0.,0.007,0.014,0.,0.014,,,
42,2,6,99,15,42,0.004,0.,0.004,0.004,0.,0.004,0.021,0.,0.021,0.006,0.,0.006,0.014,0.,0.014,0.004,0.,0.004
43,0,43,89,3,43,0.008,0.,0.008,0.087,0.011,0.076,0.054,0.,0.054,0.008,0.,0.008,0.017,0.,0.017,0.007,0.,0.007
44,0,44,91,3,44,,,,,,,0.023,0.,0.023,0.007,0.,0.007,,,,,,
45,0,45,93,3,45,,,,,,,0.023,0.,0.023,0.007,0.,0.007,,,,,,
45,1,15,97,7,45,0.006,0.,0.006,0.006,0.,0.006,0.023,0.,0.023,0.009,0.,0.009,0.016,0.,0.016,0.006,0.,0.006
45,3,3,121,31,45,0.003,0.,0.003,0.004,0.002,0.001,0.068,0.004,0.064,0.006,0.,0.006,0.016,0.004,0.011,0.004,0.,0.003
46,0,46,95,3,46,0.023,0.,0.023,,,,0.039,0.,0.039,0.013,0.,0.013,0.019,0.,0.019,0.007,0.,0.007
47,0,47,97,3,47,,,,,,,0.025,0.,0.025,0.008,0.003,0.004,,,,,,
48,0,48,99,3,48,,,,,,,0.027,0.,0.027,0.008,0.,0.008,,,,,,
48,1,16,103,7,48,,,,,,,0.027,0.,0.027,0.008,0.,0.008,0.017,0.,0.017,,,
49,0,49,101,3,49,0.01,0.,0.01,0.011,0.,0.011,0.027,0.,0.027,0.009,0.,0.009,0.022,0.,0.022,0.008,0.,0.008
49,2,7,113,15,49,0.005,0.,0.005,0.005,0.,0.005,0.026,0.,0.026,0.007,0.,0.007,0.015,0.,0.015,0.005,0.,0.005
50,0,50,103,3,50,,,,,,,0.03,0.,0.03,0.009,0.,0.009,,,,,,
51,0,51,105,3,51,,,,,,,0.03,0.,0.03,0.009,0.,0.009,,,,,,
51,1,17,109,7,51,0.008,0.,0.008,0.008,0.,0.008,0.03,0.,0.03,0.009,0.,0.009,0.019,0.,0.019,0.007,0.,0.007
52,0,52,107,3,52,0.011,0.,0.011,,,,0.036,0.,0.036,0.016,0.,0.016,0.023,0.,0.023,0.024,0.002,0.022
53,0,53,109,3,53,,,,,,,0.034,0.,0.034,0.01,0.,0.01,,,,,,
54,0,54,111,3,54,,,,,,,0.043,0.,0.043,0.01,0.,0.01,,,,,,
54,1,18,115,7,54,,,,,,,0.033,0.,0.033,0.01,0.,0.01,0.02,0.,0.02,,,
55,0,55,113,3,55,0.013,0.,0.013,0.013,0.,0.013,0.037,0.,0.037,0.011,0.,0.011,0.025,0.,0.025,0.01,0.,0.01
56,0,56,115,3,56,,,,,,,0.038,0.,0.038,0.011,0.,0.011,,,,,,
56,2,8,127,15,56,0.007,0.,0.007,0.006,0.,0.006,0.033,0.,0.033,0.009,0.,0.009,0.02,0.,0.02,0.006,0.,0.006
57,0,57,117,3,57,,,,,,,0.038,0.,0.038,0.016,0.,0.016,,,,,,
57,1,19,121,7,57,0.009,0.,0.009,0.009,0.,0.009,0.037,0.,0.037,0.011,0.,0.011,0.022,0.002,0.02,0.008,0.,0.008
58,0,58,119,3,58,0.014,0.,0.014,,,,0.121,0.,0.121,0.012,0.,0.012,0.028,0.,0.028,0.011,0.,0.011
59,0,59,121,3,59,,,,,,,0.044,0.,0.044,0.073,0.,0.073,,,,,,
60,0,60,123,3,60,,,,,,,0.094,0.,0.094,0.015,0.,0.015,,,,,,
60,1,20,127,7,60,,,,,,,0.039,0.,0.039,0.012,0.,0.012,0.024,0.,0.024,,,
60,3,4,151,31,60,0.004,0.,0.004,0.006,0.,0.005,0.05,0.,0.05,0.009,0.,0.009,0.058,0.003,0.055,0.006,0.,0.006
61,0,61,125,3,61,0.015,0.,0.015,0.036,0.,0.036,0.044,0.,0.044,0.017,0.003,0.013,0.036,0.,0.036,0.013,0.,0.013
62,0,62,127,3,62,,,,,,,0.057,0.,0.057,0.018,0.,0.018,,,,,,
62,4,2,187,63,62,0.004,0.,0.004,0.003,0.,0.003,0.034,0.,0.034,0.01,0.,0.01,0.017,0.,0.017,0.003,0.,0.003
63,0,63,129,3,63,,,,,,,0.046,0.,0.046,0.063,0.,0.063,,,,,,
63,1,21,133,7,63,0.011,0.,0.011,0.011,0.,0.011,0.044,0.,0.044,0.014,0.,0.014,0.027,0.,0.027,0.01,0.,0.01
63,2,9,141,15,63,0.007,0.,0.007,0.008,0.,0.008,0.042,0.,0.042,0.014,0.,0.014,0.027,0.,0.027,0.007,0.,0.007
63,5,1,253,127,63,0.004,0.,0.004,0.002,0.,0.002,0.028,0.,0.028,0.012,0.,0.012,0.019,0.,0.019,0.003,0.,0.003
64,0,64,131,3,64,0.016,0.,0.016,,,,0.045,0.,0.045,0.014,0.,0.014,0.032,0.,0.032,0.013,0.,0.013
65,0,65,133,3,65,,,,,,,0.047,0.,0.047,0.019,0.,0.019,,,,,,
66,0,66,135,3,66,,,,,,,0.049,0.,0.049,0.019,0.,0.019,,,,,,
66,1,22,139,7,66,,,,,,,0.047,0.,0.047,0.014,0.,0.014,0.028,0.,0.028,,,
67,0,67,137,3,67,0.018,0.,0.018,0.018,0.,0.018,0.048,0.,0.048,0.04,0.,0.04,0.097,0.,0.097,0.015,0.,0.015
68,0,68,139,3,68,,,,,,,,,,0.021,0.,0.021,,,,,,
69,0,69,141,3,69,,,,,,,,,,0.017,0.,0.017,,,,,,
69,1,23,145,7,69,0.013,0.,0.013,0.013,0.,0.013,0.052,0.,0.052,0.015,0.,0.015,0.031,0.,0.031,0.026,0.,0.026
70,0,70,143,3,70,0.019,0.,0.019,,,,,,,0.017,0.,0.017,0.038,0.,0.038,0.016,0.,0.016
70,2,10,155,15,70,0.008,0.,0.008,0.008,0.,0.008,0.053,0.,0.053,0.013,0.,0.013,0.031,0.002,0.028,0.009,0.,0.009
71,0,71,145,3,71,,,,,,,,,,0.018,0.,0.018,,,,,,
72,0,72,147,3,72,,,,,,,,,,0.018,0.,0.018,,,,,,
72,1,24,151,7,72,,,,,,,,,,0.016,0.,0.016,0.032,0.,0.032,,,
73,0,73,149,3,73,0.025,0.,0.025,0.021,0.,0.021,,,,0.024,0.,0.024,0.066,0.,0.066,0.018,0.,0.018
74,0,74,151,3,74,,,,,,,0.06,0.,0.06,0.019,0.,0.019,,,,,,
75,0,75,153,3,75,,,,,,,,,,0.02,0.,0.02,,,,,,
75,1,25,157,7,75,0.015,0.,0.015,0.015,0.,0.015,,,,0.019,0.,0.019,0.035,0.,0.035,0.013,0.,0.013
75,3,5,181,31,75,0.006,0.,0.006,0.008,0.006,0.002,0.054,0.,0.054,0.014,0.,0.014,0.04,0.,0.04,0.009,0.,0.009
76,0,76,155,3,76,0.022,0.,0.022,,,,,,,0.027,0.,0.027,0.056,0.,0.056,0.018,0.,0.018
77,0,77,157,3,77,,,,,,,,,,0.021,0.,0.021,,,,,,
77,2,11,169,15,77,0.01,0.,0.01,0.01,0.,0.01,,,,0.015,0.,0.015,0.038,0.,0.038,0.01,0.,0.01
78,0,78,159,3,78,,,,,,,,,,0.021,0.,0.021,,,,,,
78,1,26,163,7,78,,,,,,,0.065,0.,0.065,0.021,0.,0.021,0.039,0.,0.039,,,
79,0,79,161,3,79,0.024,0.,0.024,0.024,0.,0.024,,,,0.023,0.003,0.019,0.045,0.,0.045,0.024,0.,0.024
80,0,80,163,3,80,,,,,,,,,,0.096,0.,0.096,,,,,,
81,0,81,165,3,81,,,,,,,0.072,0.,0.072,0.024,0.,0.024,,,,,,
81,1,27,169,7,81,0.016,0.,0.016,0.018,0.,0.018,,,,0.023,0.,0.023,0.039,0.,0.039,0.015,0.,0.015
82,0,82,167,3,82,0.031,0.,0.031,,,,,,,0.06,0.,0.06,0.049,0.003,0.046,0.021,0.,0.021
83,0,83,169,3,83,,,,,,,,,,0.023,0.,0.023,,,,,,
84,0,84,171,3,84,,,,,,,,,,0.025,0.,0.025,,,,,,
84,1,28,175,7,84,,,,,,,,,,0.031,0.,0.031,0.042,0.,0.042,,,
84,2,12,183,15,84,0.011,0.,0.011,0.012,0.,0.012,0.07,0.,0.07,0.017,0.,0.017,0.043,0.003,0.039,0.011,0.,0.011
85,0,85,173,3,85,0.026,0.,0.026,0.027,0.,0.027,,,,0.041,0.,0.041,0.058,0.,0.058,0.023,0.,0.023
86,0,86,175,3,86,,,,,,,,,,0.026,0.,0.026,,,,,,
87,0,87,177,3,87,,,,,,,,,,0.027,0.,0.027,,,,,,
87,1,29,181,7,87,0.019,0.,0.019,0.019,0.,0.019,0.085,0.003,0.082,0.025,0.,0.025,0.045,0.,0.045,0.018,0.,0.018
88,0,88,179,3,88,0.028,0.,0.028,,,,0.084,0.,0.084,0.03,0.,0.03,0.06,0.,0.06,0.031,0.,0.031
89,0,89,181,3,89,,,,,,,,,,0.028,0.,0.028,,,,,,
90,0,90,183,3,90,,,,,,,,,,0.03,0.,0.03,,,,,,
90,1,30,187,7,90,,,,,,,,,,0.025,0.,0.025,0.049,0.,0.049,,,
90,3,6,211,31,90,0.008,0.,0.008,0.049,0.012,0.037,0.074,0.,0.074,0.016,0.,0.016,0.032,0.,0.032,0.012,0.003,0.008
91,0,91,185,3,91,0.03,0.,0.03,0.03,0.,0.03,,,,0.03,0.,0.03,0.057,0.,0.057,0.025,0.,0.025
91,2,13,197,15,91,0.014,0.,0.014,0.013,0.,0.013,,,,0.021,0.,0.021,0.045,0.,0.045,0.013,0.,0.013
92,0,92,187,3,92,,,,,,,,,,0.033,0.,0.033,,,,,,
93,0,93,189,3,93,,,,,,,,,,0.032,0.,0.032,,,,,,
93,1,31,193,7,93,0.023,0.,0.023,0.022,0.,0.022,,,,0.024,0.,0.024,0.049,0.,0.049,0.021,0.,0.021
93,4,3,249,63,93,0.006,0.,0.006,0.006,0.,0.006,0.091,0.,0.091,0.02,0.,0.02,0.03,0.,0.03,0.006,0.,0.006
94,0,94,191,3,94,0.093,0.,0.093,,,,,,,0.033,0.,0.033,0.121,0.,0.121,0.027,0.,0.027
95,0,95,193,3,95,,,,,,,0.095,0.,0.095,0.031,0.,0.031,,,,,,
96,0,96,195,3,96,,,,,,,,,,0.033,0.,0.033,,,,,,
96,1,32,199,7,96,,,,,,,0.104,0.,0.104,0.026,0.,0.026,0.052,0.,0.052,,,
97,0,97,197,3,97,0.033,0.,0.033,0.04,0.,0.04,,,,0.032,0.,0.032,0.077,0.,0.077,0.029,0.003,0.025
98,0,98,199,3,98,,,,,,,,,,0.035,0.,0.035,,,,,,
98,2,14,211,15,98,0.016,0.,0.016,0.015,0.,0.015,0.106,0.,0.106,0.024,0.,0.024,0.045,0.,0.045,0.014,0.,0.014
99,0,99,201,3,99,,,,,,,,,,0.036,0.,0.036,,,,,,
99,1,33,205,7,99,0.024,0.,0.024,0.026,0.,0.026,,,,0.027,0.,0.027,0.055,0.,0.055,0.03,0.,0.03
100,0,100,203,3,100,0.066,0.,0.066,,,,,,,0.034,0.,0.034,0.067,0.003,0.063,0.092,0.,0.092
101,0,101,205,3,101,,,,,,,,,,0.036,0.,0.036,,,,,,
102,0,102,207,3,102,,,,,,,,,,0.035,0.,0.035,,,,,,
102,1,34,211,7,102,,,,,,,0.129,0.,0.129,0.029,0.003,0.025,0.058,0.,0.058,,,
103,0,103,209,3,103,0.037,0.,0.037,0.048,0.,0.048,,,,0.037,0.,0.037,0.072,0.,0.072,0.035,0.,0.035
104,0,104,211,3,104,,,,,,,,,,0.042,0.,0.042,,,,,,
105,0,105,213,3,105,,,,,,,,,,0.038,0.,0.038,,,,,,
105,1,35,217,7,105,0.027,0.,0.027,0.027,0.,0.027,,,,0.03,0.,0.03,0.06,0.,0.06,0.028,0.,0.028
105,2,15,225,15,105,0.016,0.,0.016,0.017,0.,0.017,,,,0.027,0.,0.027,0.05,0.,0.05,0.018,0.,0.018
105,3,7,241,31,105,0.011,0.,0.011,0.011,0.,0.011,0.105,0.,0.105,0.021,0.,0.021,0.043,0.,0.043,0.088,0.,0.088
106,0,106,215,3,106,0.054,0.,0.054,,,,,,,0.04,0.,0.04,0.076,0.,0.076,0.065,0.,0.065
107,0,107,217,3,107,,,,,,,,,,0.043,0.,0.043,,,,,,
108,0,108,219,3,108,,,,,,,,,,0.04,0.,0.04,,,,,,
108,1,36,223,7,108,,,,,,,,,,0.035,0.,0.035,0.063,0.,0.063,,,
109,0,109,221,3,109,0.04,0.,0.04,0.043,0.,0.043,,,,0.04,0.,0.04,0.082,0.,0.082,0.04,0.,0.04
110,0,110,223,3,110,,,,,,,,,,0.045,0.,0.045,,,,,,
111,0,111,225,3,111,,,,,,,,,,0.046,0.,0.046,,,,,,
111,1,37,229,7,111,0.031,0.,0.031,0.03,0.,0.03,,,,0.034,0.,0.034,0.068,0.003,0.064,0.028,0.,0.028
112,0,112,227,3,112,0.044,0.,0.044,,,,,,,0.048,0.,0.048,0.097,0.,0.097,0.056,0.,0.056
112,2,16,239,15,112,0.02,0.,0.02,0.021,0.,0.021,,,,0.031,0.,0.031,0.056,0.,0.056,0.018,0.,0.018
113,0,113,229,3,113,,,,,,,,,,0.045,0.,0.045,,,,,,
114,0,114,231,3,114,,,,,,,,,,0.047,0.,0.047,,,,,,
114,1,38,235,7,114,,,,,,,,,,0.037,0.,0.037,0.071,0.,0.071,,,
115,0,115,233,3,115,0.05,0.,0.05,0.047,0.,0.047,,,,0.051,0.,0.051,0.103,0.,0.103,0.047,0.,0.047
116,0,116,235,3,116,,,,,,,,,,0.055,0.,0.055,,,,,,
117,0,117,237,3,117,,,,,,,,,,0.065,0.,0.065,,,,,,
117,1,39,241,7,117,0.032,0.,0.032,0.033,0.,0.033,,,,0.038,0.,0.038,0.075,0.,0.075,0.03,0.,0.03
118,0,118,239,3,118,0.054,0.,0.054,,,,,,,0.058,0.,0.058,0.092,0.,0.092,0.041,0.,0.041
119,0,119,241,3,119,,,,,,,,,,0.065,0.,0.065,,,,,,
119,2,17,253,15,119,0.02,0.,0.02,0.021,0.,0.021,,,,0.034,0.,0.034,0.065,0.,0.065,0.021,0.,0.021
120,0,120,243,3,120,,,,,,,,,,0.052,0.,0.052,,,,,,
120,1,40,247,7,120,,,,,,,,,,0.041,0.,0.041,0.084,0.,0.084,,,
120,3,8,271,31,120,0.013,0.,0.013,0.013,0.,0.013,0.141,0.,0.141,0.026,0.,0.026,0.055,0.,0.055,0.015,0.,0.015
121,0,121,245,3,121,0.049,0.,0.049,0.124,0.,0.124,,,,0.06,0.,0.06,0.094,0.,0.094,0.049,0.,0.049
122,0,122,247,3,122,,,,,,,,,,0.061,0.,0.061,,,,,,
123,0,123,249,3,123,,,,,,,,,,0.055,0.,0.055,,,,,,
123,1,41,253,7,123,0.036,0.,0.036,0.036,0.,0.036,,,,0.042,0.,0.042,0.084,0.,0.084,0.033,0.,0.033
124,0,124,251,3,124,0.115,0.,0.115,,,,,,,0.05,0.,0.05,0.098,0.003,0.094,0.047,0.,0.047
124,4,4,311,63,124,0.01,0.,0.01,0.009,0.,0.009,0.148,0.,0.148,0.043,0.,0.043,0.048,0.003,0.044,0.009,0.,0.009
125,0,125,253,3,125,,,,,,,,,,0.054,0.,0.054,,,,,,
126,0,126,255,3,126,,,,,,,,,,0.056,0.,0.056,,,,,,
126,1,42,259,7,126,,,,,,,,,,0.048,0.,0.048,0.089,0.,0.089,,,
126,2,18,267,15,126,0.023,0.,0.023,0.024,0.,0.024,,,,0.036,0.,0.036,0.069,0.,0.069,0.023,0.,0.023
126,5,2,379,127,126,0.007,0.,0.007,0.006,0.,0.006,,,,0.026,0.,0.026,0.042,0.,0.042,0.007,0.,0.007
127,0,127,257,3,127,0.086,0.,0.086,0.091,0.,0.091,,,,0.062,0.003,0.059,0.104,0.,0.104,0.054,0.,0.054
127,6,1,509,255,127,0.008,0.,0.008,0.005,0.,0.005,0.101,0.003,0.097,0.034,0.,0.034,0.045,0.,0.045,0.005,0.,0.005
128,0,128,259,3,128,,,,,,,,,,0.057,0.,0.057,,,,,,
129,0,129,261,3,129,,,,,,,,,,0.065,0.,0.065,0.111,0.,0.111,,,
129,1,43,265,7,129,0.039,0.,0.039,0.039,0.,0.039,,,,0.051,0.,0.051,0.107,0.,0.107,0.036,0.,0.036
130,0,130,263,3,130,0.058,0.,0.058,,,,,,,0.065,0.,0.065,,,,0.052,0.,0.052
131,0,131,265,3,131,,,,,,,,,,0.071,0.,0.071,,,,,,
132,0,132,267,3,132,,,,,,,,,,0.068,0.,0.068,,,,,,
132,1,44,271,7,132,,,,,,,0.197,0.,0.197,0.047,0.,0.047,,,,,,
133,0,133,269,3,133,0.076,0.,0.076,0.075,0.,0.075,,,,0.067,0.,0.067,,,,0.113,0.,0.113
133,2,19,281,15,133,0.026,0.,0.026,0.027,0.,0.027,,,,0.042,0.,0.042,0.076,0.,0.076,0.026,0.,0.026
134,0,134,271,3,134,,,,,,,,,,0.077,0.,0.077,,,,,,
135,0,135,273,3,135,,,,,,,,,,0.077,0.,0.077,,,,,,
135,1,45,277,7,135,0.044,0.003,0.04,0.044,0.,0.044,,,,0.05,0.,0.05,,,,0.039,0.,0.039
135,3,9,301,31,135,0.018,0.,0.018,0.033,0.,0.033,0.193,0.,0.193,0.036,0.,0.036,0.068,0.,0.068,0.035,0.,0.035
136,0,136,275,3,136,0.063,0.,0.063,,,,,,,0.08,0.,0.08,,,,0.083,0.,0.083
137,0,137,277,3,137,,,,,,,,,,0.089,0.,0.089,,,,,,
138,0,138,279,3,138,,,,,,,,,,0.069,0.,0.069,,,,,,
138,1,46,283,7,138,,,,,,,,,,0.055,0.,0.055,,,,0.049,0.,0.049
139,0,139,281,3,139,0.068,0.,0.068,0.065,0.,0.065,,,,0.065,0.,0.065,,,,,,
140,0,140,283,3,140,,,,,,,,,,0.066,0.,0.066,,,,,,
140,2,20,295,15,140,0.029,0.,0.029,0.029,0.,0.029,,,,0.046,0.,0.046,,,,0.03,0.,0.03
141,0,141,285,3,141,,,,,,,,,,0.067,0.,0.067,,,,,,
141,1,47,289,7,141,0.046,0.,0.046,0.046,0.,0.046,,,,0.055,0.,0.055,,,,,,
142,0,142,287,3,142,0.071,0.,0.071,,,,,,,0.079,0.,0.079,,,,,,
143,0,143,289,3,143,,,,,,,,,,0.07,0.,0.07,,,,,,
144,0,144,291,3,144,,,,,,,,,,0.071,0.,0.071,,,,,,
144,1,48,295,7,144,,,,,,,,,,0.056,0.,0.056,,,,,,
145,0,145,293,3,145,0.078,0.003,0.075,0.075,0.,0.075,,,,0.077,0.,0.077,,,,,,
